path,label,mode,width,height,channels,reason
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema47_dup_247.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema48.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema49.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema49_dup_185.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema4_dup_207.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema4_dup_230.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema4_dup_52.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema4_dup_67.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema4_dup_97.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema5.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema50.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema50_dup_261.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema50_dup_33.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema50_dup_69.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema50_dup_75.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema51.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema51_dup_149.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema51_dup_163.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema51_dup_21.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema51_dup_24.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema51_dup_268.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema52.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema52_dup_102.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema52_dup_221.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema52_dup_250.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema52_dup_71.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema53.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema53_dup_182.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema53_dup_288.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema53_dup_347.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema53_dup_77.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema54.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema54_dup_1.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema54_dup_269.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema54_dup_326.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema54_dup_330.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema55.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema55_dup_205.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema55_dup_295.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema55_dup_352.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema56.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema57.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema57_dup_156.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema57_dup_174.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema57_dup_256.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema58.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema58_dup_160.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema58_dup_32.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema58_dup_337.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema58_dup_366.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema58_dup_74.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema58_dup_92.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema59.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema59_dup_116.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema59_dup_118.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema59_dup_13.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema59_dup_197.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema59_dup_279.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema59_dup_305.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema5_dup_170.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema5_dup_216.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema5_dup_43.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema6.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema60.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema60_dup_148.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema60_dup_162.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema60_dup_27.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema60_dup_296.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema61.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema62.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema62_dup_204.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema62_dup_289.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema62_dup_41.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema63.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema63_dup_202.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema63_dup_22.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema63_dup_253.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema63_dup_31.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema63_dup_311.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema64.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema64_dup_123.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema64_dup_150.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema64_dup_35.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema64_dup_39.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema65.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema65_dup_171.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema65_dup_281.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema66.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema66_dup_121.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema66_dup_16.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema66_dup_180.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema67.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema67_dup_12.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema67_dup_223.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema67_dup_284.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema67_dup_308.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema67_dup_363.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema68.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema68_dup_158.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema68_dup_277.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema69.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema6_dup_243.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema6_dup_321.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema6_dup_68.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema7.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema70.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema70_dup_258.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema70_dup_76.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema71.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema71_dup_112.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema71_dup_142.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema71_dup_224.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema71_dup_226.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72_dup_107.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72_dup_109.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72_dup_119.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72_dup_186.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72_dup_217.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72_dup_293.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72_dup_313.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72_dup_314.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema72_dup_362.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema73.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema73_dup_178.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema74.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema74_dup_141.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema74_dup_271.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema75.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema75_dup_307.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema75_dup_371.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema75_dup_372.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema75_dup_79.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema76.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema76_dup_66.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema77.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema77_dup_151.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema77_dup_231.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema77_dup_350.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema77_dup_42.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema78.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema78_dup_187.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema79.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema79_dup_157.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema79_dup_161.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema79_dup_175.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema79_dup_354.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema79_dup_360.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema79_dup_361.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema7_dup_173.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema8.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema80.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema80_dup_133.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema80_dup_28.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema80_dup_70.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema81.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema81_dup_14.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema81_dup_200.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema81_dup_211.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema82.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema82_dup_127.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema82_dup_144.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema82_dup_348.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema82_dup_78.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema83.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema83_dup_294.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema84.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema84_dup_38.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema84_dup_49.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema85.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema85_dup_302.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema85_dup_359.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema85_dup_370.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema85_dup_60.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema85_dup_64.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema86.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema86_dup_51.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema87.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema87_dup_115.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema87_dup_244.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema87_dup_91.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema88.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema88_dup_236.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema88_dup_55.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema88_dup_83.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema89.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema89_dup_255.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema89_dup_306.jpg,RGB_COLOR,RGB,2004,1690,3,
F:/Thesis/EyeModel/Dataset/FinaldataOriginal\Disc Edema\Disc Edema8_dup_106.jpg,RGB_COLOR,RGB,2004,1690,3,
